Id,SalePrice
2658,151261.19442127238
2718,196865.05980072543
2414,227315.46904048533
1989,115570.59623526875
625,185736.05621736462
333,77166.62969971541
1327,97423.68746355665
858,139447.85142593377
95,199746.13690039318
1568,169189.77918020624
2482,170549.96966844122
1364,142780.6951900426
2584,182928.19038002868
818,297053.2257991894
2673,162022.6787806718
2089,140727.72619971877
1297,152315.56852928665
790,122441.87370131025
2616,201721.21455311717
720,211921.12454240618
222,124510.2801276471
557,121495.28562256217
1148,199539.22877816297
2766,158218.81909662217
534,208193.78500120714
1452,108022.45420554886
630,112907.43949084752
2648,116381.28529671219
125,149471.63089565595
1904,27667.737733318354
1670,84675.16149158624
756,95820.99371622375
717,273843.9272924587
1032,152017.47222958552
852,219216.1208889119
1731,224575.32361671247
2639,108292.90804706526
2071,82462.08900271798
1267,125672.47486578871
1851,195048.19362742442
567,167682.98744293465
2439,222808.64027582877
1898,151716.89594200125
647,125990.6762415896
2256,208697.85372752836
979,93372.22560203949
1444,216986.20997164166
2485,113115.9084764435
157,109718.74777633336
88,120745.91625488736
2003,109772.95245840377
186,218630.32824618893
1425,266972.2956809929
2695,118262.27663325227
738,100769.09873072174
395,157641.58505533857
1353,182045.09448555205
1878,138322.10294775
390,189545.761066405
1456,237352.40520560357
1103,292871.5023479401
1387,114559.79609380907
2070,130646.77759743051
1199,211101.833865401
2479,174909.05566766614
501,294597.99533068365
2362,88642.0158390284
1718,188920.8289482668
2188,42906.40911294334
1483,157762.78796473402
2557,76258.643236898
437,322480.41638262174
2224,210317.46372888237
1628,201829.78059916827
397,125090.40095023799
587,205055.98522532883
2182,544170.8251762157
971,198809.49757748714
2611,156419.93509929243
1887,109225.42483242054
2399,304899.49924277025
2148,215143.52930713957
304,116114.5052176048
1997,101832.7681960446
2817,91096.9473636687
1431,187497.2716462533
427,323104.13831275306
263,125212.4959655184
598,166798.86241840268
2895,254741.52295648074
687,167301.0123649398
1822,114386.13378934981
2191,78621.0137127511
179,133217.8282546657
1009,213513.50448698492
2010,97834.8027991614
1991,148650.0700441145
1411,152478.85467908788
1721,238803.808714389
1144,184262.1838544862
593,228852.9720760435
575,250714.11866894062
1249,204573.04702374747
1604,119442.47197591758
1064,383539.3621362576
