Id,SalePrice
2658,141251.41333333333
2718,183771.02666666667
2414,178251.23333333334
1989,144887.68
625,162959.34666666668
333,84868.16666666667
1327,126782.34666666666
858,154768.67
95,179607.6422222222
1568,169888.58
2482,176054.10333333333
1364,136384.81333333332
2584,172277.33333333334
818,268383.9733333333
2673,170950.16333333333
2089,136753.58333333334
1297,148575.5
790,130869.9
2616,199292.66666666666
720,231706.48333333334
222,138020.95
557,117156.52333333333
1148,201751.83333333334
2766,154833.22
534,188429.4711111111
1452,119077.27333333333
630,152785.17333333334
2648,137836.24333333335
125,143630.25
1904,64169.71333333333
1670,110082.33333333333
756,101668.81333333334
717,258651.9
1032,153044.85333333333
852,212278.42666666667
1731,176272.25666666665
2639,141472.87666666668
2071,89632.85111111111
1267,108037.18555555555
1851,194403.03
567,168107.02333333335
2439,213070.41
1898,144280.73
647,162382.27666666667
2256,213095.07333333333
979,111866.38
1444,212771.44
2485,116314.01333333334
157,131752.21666666667
88,128870.67
2003,119238.11
186,216897.41666666666
1425,262322.94666666666
2695,135448.05333333334
738,102311.28666666667
395,143747.33333333334
1353,173227.91666666666
1878,139933.20222222223
390,162283.19666666666
1456,228408.32666666666
1103,306023.14666666667
1387,145505.98
2070,158619.69666666666
1199,180715.16333333333
2479,174095.84333333332
501,337649.6566666667
2362,110134.83333333333
1718,180948.65
2188,85656.74666666667
1483,147268.72222222222
2557,85824.56
437,278266.82
2224,208401.90666666668
1628,160337.62333333332
397,133764.60666666666
587,214573.73333333334
2182,427197.73
971,160149.17333333334
2611,157558.93
1887,100718.53111111111
2399,346243.41333333333
2148,202883.56333333332
304,115700.18777777778
1997,128383.22333333333
2817,115687.17666666667
1431,174652.39333333334
427,400078.2033333333
263,116338.31
598,183924.77333333335
2895,261319.55666666667
687,152518.33666666667
1822,132498.0
2191,117094.9
179,135397.86
1009,188891.88666666666
2010,131603.35333333333
1991,144207.53333333333
1411,144504.08333333334
1721,253855.69333333333
1144,189043.54333333333
593,198908.10333333333
575,286087.74333333335
1249,190329.85666666666
1604,126792.08222222222
1064,432818.49666666664
1923,151616.08
1988,107599.66666666667
2325,175154.63333333333
114,205629.99333333335
2700,207447.82333333333
217,139815.54666666666
343,178526.44
386,237153.15333333332
2005,124043.00666666667
2908,155720.89666666667
1814,213844.36666666667
2446,446805.07
208,132226.33666666667
1679,112255.06
822,342440.2266666667
6,194201.29333333333
1781,412994.88666666666
2397,269514.11
2340,325595.3333333333
1618,177161.36666666667
2843,115429.42333333334
1061,336904.89
2786,123687.63
1935,140332.16666666666
1341,101537.84666666666
521,293960.36
2136,140703.72333333333
996,183887.21333333335
227,141658.0
135,160521.41666666666
1167,173918.83730158725
294,218137.96
1776,205656.74
540,159404.82333333333
1717,181219.35666666666
2303,122884.55222222222
116,179656.29333333333
127,139124.93333333332
1371,134643.89
1014,197787.84
1507,108219.04126984127
702,133589.92666666667
750,154348.66666666666
261,148467.91666666666
1559,62200.693333333336
577,241939.82
2812,204984.57666666666
2080,141530.80333333334
1368,130224.51666666666
2376,118164.84666666666
659,118047.24333333333
1235,128021.4
332,90447.0
1917,143157.33333333334
2094,231147.33333333334
1460,264240.2966666667
1471,206264.26666666666
1509,137930.58333333334
1922,142591.61
433,473725.31666666665
460,264311.54
1116,268287.13333333336
1137,154774.73444444445
53,181874.5776190476
2354,245389.23666666666
1475,200379.55
1761,473755.70666666667
842,144405.48333333334
2739,151498.05
2509,148175.5293333333
1007,216763.16666666666
2610,172565.26666666666
1952,99793.41777777778
2719,176273.85333333333
2921,87636.86666666667
1966,137054.56
292,120426.71
1204,187037.66666666666
1829,259278.6
2419,180742.23666666666
391,166153.0
798,114823.22666666667
481,183739.51
193,205583.97666666665
555,132510.33333333334
899,80597.46087301588
2357,174316.92
328,126601.53333333334
1356,115475.05666666667
1154,113280.08333333333
1730,179959.09666666668
2249,135923.30694444443
1119,274293.67
2856,137467.96333333335
1394,141658.5
2587,121290.23666666666
61,371519.5233333333
2661,211138.64333333334
2711,138291.41666666666
1147,193878.91666666666
757,125765.73
2623,91728.78328042329
2378,144173.33333333334
1413,123970.33333333333
1722,245294.53666666665
1112,210162.75
1623,184563.01333333334
1201,176312.5
1513,109829.77666666667
957,231163.64
1171,268940.8333333333
1145,195262.87
2726,223231.09333333332
703,140775.16777777777
760,87877.84
1964,138282.5
