Id,SalePrice
2658,151380.9
2718,158600.0
2414,208291.6
1989,117500.0
625,174450.0
333,80705.0
1327,123025.0
858,152235.0
95,203025.0
1568,171425.0
2482,171590.0
1364,112010.0
2584,158450.0
818,293147.0
2673,173419.6
2089,138300.0
1297,148450.0
790,134300.0
2616,205630.0
720,252520.0
222,134570.0
557,121578.3
1148,183710.0
2766,146425.0
534,161918.1
1452,120220.0
630,111200.0
2648,141768.3
125,158660.0
1904,66380.4
1670,110150.0
756,115100.0
717,219500.0
1032,151240.0
852,232400.0
1731,178812.2
2639,102840.0
2071,102220.0
1267,131390.0
1851,162850.0
567,167566.5
2439,225215.0
1898,148100.0
647,153550.0
2256,226400.0
979,98930.0
1444,217200.0
2485,117333.6
157,107940.0
88,131454.0
2003,123100.0
186,282625.0
1425,269896.7
2695,129250.0
738,117688.0
395,140325.0
1353,163300.0
1878,143750.0
390,172420.0
1456,230450.0
1103,296100.0
1387,148595.9
2070,126630.0
1199,192850.0
2479,177140.0
501,295250.0
2362,116650.0
1718,187850.0
2188,60330.0
1483,147116.25
2557,81050.0
437,364286.6
2224,214490.0
1628,185800.0
397,135705.0
587,208000.0
2182,326150.3
971,160500.0
2611,138290.0
1887,123750.0
2399,371789.7
2148,194099.0
304,119505.5
1997,114993.8
2817,105450.0
1431,180050.0
427,365189.6
263,120990.0
598,196700.0
2895,291850.0
687,148700.0
1822,129407.0
2191,110740.0
179,122290.0
1009,184100.0
2010,102000.0
1991,138410.0
1411,139345.0
1721,254636.1
1144,176110.0
593,270515.0
575,290950.0
1249,232300.0
1604,126230.0
1064,455275.0
1923,163795.0
1988,110220.0
2325,173480.0
114,237497.0
2700,202490.0
217,130650.0
343,182515.0
386,238510.0
2005,110150.0
2908,149650.0
1814,208910.0
2446,353021.0
208,121088.7
1679,128500.0
822,338978.6
6,185750.0
1781,381733.8
2397,261675.0
2340,300880.0
1618,173612.5
2843,119090.0
1061,397809.9
2786,125320.0
1935,131829.1
1341,107638.0
521,313053.9
2136,146090.0
996,187940.0
227,163580.0
135,155660.4
1167,174055.0
294,200000.0
1776,196311.8
540,158901.0
1717,182173.0
2303,124760.0
116,173555.0
127,137130.0
1371,116550.0
1014,216000.0
1507,112100.0
702,146425.9
750,187650.0
261,155700.0
1559,55049.0
577,252843.0
2812,197757.5
2080,141490.0
1368,110350.0
2376,130990.0
659,105160.0
1235,120570.0
332,89430.0
1917,131700.0
2094,240840.0
1460,287950.0
1471,182575.5
1509,124550.0
1922,133120.0
433,493950.0
460,275285.4
1116,274385.1
1137,148500.0
53,166883.2
2354,241920.0
1475,194647.6
1761,456979.2
842,143058.33333333334
2739,161700.0
2509,152040.0
1007,227390.0
2610,177990.0
1952,94825.0
2719,163010.8
2921,87075.0
1966,151000.0
292,141675.0
1204,195310.0
1829,248040.0
2419,193790.5
391,179370.0
798,124090.0
481,191220.0
193,197800.0
555,129350.0
899,92248.9
2357,179354.0
328,110275.0
1356,111400.0
1154,101426.6
1730,175164.0
2249,134830.0
1119,263744.0
2856,120850.0
1394,162765.0
2587,127810.0
61,381150.0
2661,183180.0
2711,137900.0
1147,189550.0
757,121000.0
2623,98850.0
2378,145800.0
1413,139575.0
1722,238200.0
1112,214311.0
1623,202091.0
1201,191215.0
1513,105250.0
957,273950.0
1171,286259.0
1145,207925.0
2726,255503.0
703,140170.0
760,85250.0
1964,133460.0
2512,159300.0
159,135690.0
1281,171050.0
468,175800.0
290,118165.0
665,125498.0
1463,274700.0
1792,238683.7
923,159950.0
500,291371.0
1408,169050.0
331,87797.5
170,88090.0
2192,76975.0
2571,409025.0
2314,170104.0
2647,104285.0
422,502257.9
2457,395090.2
1838,192410.8
2805,306086.0
1645,173470.0
1711,318423.6
2825,251950.0
322,405225.0
2103,274588.5
342,143700.0
600,115125.0
488,205857.5
1725,295353.8
2246,252958.4
2847,130060.0
806,282655.0
530,221320.0
963,182450.0
2678,103790.0
171,107000.0
2401,476122.6
805,234090.0
2259,259391.0
1748,167300.0
1361,151910.0
1677,108400.0
1406,148740.0
2322,229722.0
688,171050.0
143,143400.0
804,211305.0
1214,169085.0
2828,143570.0
1999,174550.0
2467,208105.0
2665,183690.0
1538,383550.0
398,113150.0
2822,152600.0
2157,138391.81547619047
1856,169385.0
1269,121150.0
2570,135930.0
2320,268099.8
1517,143940.0
2304,130380.0
1312,103100.0
2012,134770.0
506,226591.0
2865,206550.0
2367,110400.0
554,112675.0
238,138780.0
1954,119810.0
2488,174870.0
2291,80705.0
1969,118317.0
2725,148380.0
1482,147116.25
2763,194794.0
503,209500.0
1584,239550.0
1531,151510.0
2210,169740.0
459,319006.4
556,136920.0
1347,155462.7
1290,98650.0
1388,129160.0
1571,159140.0
2754,195159.3
765,140363.7
2494,138135.0
2870,179550.0
7,194350.0
1114,227200.8
2418,315610.8
291,150440.0
18,338463.9
39,338611.3
1001,295890.0
2442,227200.0
616,129000.0
2680,86980.0
1414,103650.0
289,133690.9
40,288191.2
860,123140.0
409,132560.0
673,135489.1
2427,154625.7
2036,188240.0
2564,156280.0
642,138080.0
1008,195050.0
1908,139978.7
2519,180500.0
1369,118400.0
2855,168290.0
712,103835.0
1943,107940.0
1958,133850.0
107,180500.0
2295,163890.0
704,116090.0
676,128390.0
259,183890.0
93,262255.0
106,243860.0
2315,216725.0
1050,113336.6
1095,203649.0
2709,149475.0
758,162125.0
1496,156920.0
2370,107150.0
2458,253885.9
2733,125815.9
161,258690.0
726,147840.0
845,185060.0
947,286950.0
2232,129598.4
2563,137840.0
2299,140736.4
211,114600.0
605,146160.0
1478,218800.0
2247,251099.8
2274,177750.0
2869,175162.5
967,215923.7
2656,103260.0
667,216640.0
1042,115400.0
2023,191700.0
2447,392250.0
2055,124940.0
2275,347074.8
2204,137740.0
1563,285300.0
483,219548.5
796,132665.0
1526,173340.0
2042,159890.0
442,378887.2
1693,312275.6
1468,216775.0
1430,178930.0
2605,124350.0
1529,181310.0
335,159900.0
1287,147150.0
31,100475.0
1785,238507.0
82,170890.0
2620,117750.0
252,189790.9
721,60520.0
2165,198062.0
2316,182230.0
775,130630.0
1558,90491.6
17,265375.1
1022,245690.0
925,126300.0
438,279630.0
1270,151233.4
1272,130157.0
215,126210.0
266,227107.4
2402,243080.0
1250,119550.0
1984,84800.0
1279,147515.0
377,279240.0
1252,163440.0
2156,279805.0
499,319773.6
1374,145550.0
2898,275918.0
401,125900.0
2721,145562.5
2078,220604.8
2589,139440.0
1946,217961.8
1334,121300.8
2781,231400.0
431,413036.3
576,180500.0
1474,185955.0
2254,126875.0
2155,311878.6
885,112440.0
643,152000.0
1944,127340.0
480,196321.0
2845,107800.0
2387,327023.6
2407,188842.0
2527,165270.0
2514,146361.0
629,181350.0
80,205705.0
1876,138720.0
1546,112730.0
2518,162050.0
2347,158730.0
783,157240.0
1322,79910.4
194,73600.0
1770,302371.0
2143,120120.0
1229,206650.0
511,278280.1
46,224053.9
1348,185000.0
2465,208105.0
387,251570.0
873,185519.0
1918,121710.0
2764,254885.0
2184,125590.0
934,131860.0
1920,129080.0
2631,165105.0
1768,424366.0
2040,94440.0
1749,212288.8
834,230250.0
1457,233850.0
79,127700.71428571429
2302,128710.0
1817,131690.0
2755,247702.8
359,166230.0
2059,121258.3
2092,238990.0
2516,244700.0
150,128625.0
1656,166950.0
83,117446.0
2411,184742.4
795,91910.0
2312,225000.0
2917,122305.0
1624,185329.0
2215,385480.0
1211,148900.0
1485,147716.25
1024,163040.0
570,179378.2
2874,123835.0
700,114490.0
2756,204776.8
2022,156940.0
583,216380.0
2392,452554.1
2424,187910.0
212,103240.0
736,117850.0
1610,149700.0
890,115670.0
467,179294.0
578,313157.7
1747,173701.0
1149,169100.0
2758,210800.0
857,129890.0
2219,291627.7
733,116148.0
2909,120580.0
1798,255150.0
235,98790.0
2366,134635.8
1027,146345.0
1195,128337.0
1303,73480.0
148,163200.0
608,131650.0
2515,177495.0
821,282558.0
2500,324725.0
745,110588.0
741,140133.4
1611,149754.8
2532,127570.0
1081,198348.6
1692,437043.0
2520,173400.0
276,143830.0
1992,125845.0
663,48390.0
418,117742.14285714287
1733,223825.0
2359,158800.0
253,203861.6
1518,155581.5
2035,125772.5
2919,92630.0
1540,229100.0
2120,147700.0
1674,173543.2
256,144690.0
2361,115165.0
978,83787.5
2280,144523.33333333334
2095,216690.0
1709,303844.9
2801,204800.0
1246,113050.0
2373,106850.0
1055,294235.8
2017,121500.0
1099,298100.0
1344,112300.0
835,199940.0
1117,212014.6
2043,95860.0
2085,131865.0
410,153800.0
2650,125380.0
2867,198400.0
1668,132529.5
1161,158150.0
2122,164590.0
2539,135660.0
1047,127550.0
1445,132189.5
541,144190.0
569,201582.5
1276,126745.625
918,136240.0
326,167550.0
1936,116300.0
895,108250.0
257,144240.0
1241,209140.0
1545,109930.0
1189,166535.0
270,147116.25
2066,216111.8
693,141900.0
1259,154105.0
2916,165540.0
2321,238271.0
1977,99759.0
1895,161420.0
1240,162950.0
85,148350.0
1823,107020.0
825,266971.7
110,237820.0
697,166338.7
2297,129660.0
1231,132324.0
1355,137143.4
968,386442.6
584,214190.0
1315,124340.0
1606,131855.0
206,115998.3
1685,365615.4
2016,127295.0
869,227100.0
2135,140340.0
2346,195850.0
2430,208217.2
2198,102000.0
2652,112880.0
27,116500.0
241,186212.4
906,123200.0
1506,120440.0
2098,335241.2
1435,185519.0
2213,144690.0
1274,137415.0
743,61212.5
1737,195258.5
2797,287700.0
2185,83000.0
58,167900.0
830,200186.8
808,128198.9
680,168050.0
1153,119978.3
1291,121600.4
1818,151781.0
2161,194663.2
1883,137219.5
