Id,SalePrice
2658,151234.0481195075
2718,196881.75855320715
2414,227323.4840414282
1989,115610.1351855658
625,185769.0407008141
333,77170.75365205645
1327,97430.17671515583
858,139442.25172202138
95,199702.15367640392
1568,169187.65241202118
2482,170555.32212587667
1364,142812.61920159834
2584,182963.0492694386
818,297097.5686979103
2673,162012.3805335207
2089,140737.6867837709
1297,152235.640972147
790,122451.6720253973
2616,201733.99095088302
720,211947.59845037945
222,124517.33375841042
557,121525.29104770708
1148,199544.40532833058
2766,158244.68019842182
534,208197.71509501524
1452,108018.00223608885
630,112909.9784887007
2648,116389.74728338572
125,149501.38307597628
1904,27731.343869181932
1670,84678.36812821415
756,95865.2293150787
717,273933.9757505418
1032,152055.07904038078
852,219211.14021832822
1731,224619.43662360997
2639,108307.07150260895
2071,82271.07932685234
1267,125714.92305701668
1851,194920.41167720128
567,167660.02842620236
2439,222794.2677580797
1898,151748.1491858448
647,125594.09794777364
2256,208697.6598030402
979,93415.71615292167
1444,216970.96923204313
2485,113113.19627178577
157,109729.0647990643
88,120754.32209892361
2003,109775.98637497658
186,218604.7321940437
1425,266990.83631179074
2695,118263.87285165675
738,100784.60458707914
395,157662.4575237343
1353,182014.2949201673
1878,138321.2604463098
390,189546.8891495472
1456,237369.65218604938
1103,292892.3070892603
1387,114202.91367565363
2070,130571.35978778289
1199,211114.41426787735
2479,174904.02870212006
501,294620.02859824384
2362,88694.06393812329
1718,188944.3283850063
2188,42976.4237479968
1483,157785.90158354444
2557,76305.1202659061
437,322522.29509061296
2224,210348.44880004006
1628,201824.36538121593
397,125096.65096994722
587,205083.87163461745
2182,544202.2747684752
971,198848.86654100392
2611,156420.96940637042
1887,109234.48036346806
2399,304910.5228822166
2148,215138.70624057332
304,116028.13902274368
1997,101829.3718504156
2817,91126.63391310559
1431,187490.0686357296
427,323148.23312470736
263,125239.9777702695
598,166804.61855378945
2895,254733.2924544589
687,167240.5889229515
1822,114384.21278567938
2191,78628.50377634983
179,133211.90322755917
1009,213505.17883877223
2010,97731.26346529857
1991,148639.15414972836
1411,152489.1690955388
1721,238707.3539464319
1144,184254.77630675572
593,228830.66475138732
575,250707.2268962823
1249,204586.20017487626
1604,119445.6376417072
1064,383565.30365021946
1923,159444.26881029818
1988,99241.50371575472
2325,168693.44507757458
114,200019.13473906158
2700,209832.7113757073
217,146156.69960643107
343,182328.1336679404
386,237946.45702921355
2005,97747.95107395994
2908,150973.81005146063
1814,222775.96588181087
2446,437163.9188388423
